Transaction ID,Date,Month,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
363,6/3/2023,June,CUST363,Male,64,Beauty,1,25,25
394,6/3/2023,June,CUST394,Female,27,Clothing,1,500,500
537,6/3/2023,June,CUST537,Female,21,Beauty,1,500,500
387,6/4/2023,June,CUST387,Male,44,Beauty,1,30,30
556,6/4/2023,June,CUST556,Female,18,Electronics,1,50,50
782,6/4/2023,June,CUST782,Male,59,Clothing,3,300,900
906,6/4/2023,June,CUST906,Female,20,Clothing,1,50,50
560,6/5/2023,June,CUST560,Female,25,Electronics,1,50,50
944,6/5/2023,June,CUST944,Male,44,Clothing,2,25,50
481,6/6/2023,June,CUST481,Female,43,Electronics,4,300,1200
867,6/6/2023,June,CUST867,Male,21,Electronics,1,500,500
882,6/6/2023,June,CUST882,Female,64,Electronics,2,25,50
961,6/6/2023,June,CUST961,Male,53,Beauty,4,50,200
187,6/7/2023,June,CUST187,Female,64,Clothing,2,50,100
446,6/7/2023,June,CUST446,Male,21,Electronics,1,50,50
539,6/8/2023,June,CUST539,Male,25,Beauty,1,500,500
587,6/8/2023,June,CUST587,Female,40,Beauty,4,300,1200
212,6/9/2023,June,CUST212,Male,21,Clothing,3,500,1500
765,6/9/2023,June,CUST765,Male,43,Clothing,4,50,200
769,6/9/2023,June,CUST769,Female,31,Electronics,4,30,120
321,6/10/2023,June,CUST321,Female,26,Electronics,2,25,50
356,6/10/2023,June,CUST356,Male,50,Electronics,3,500,1500
510,6/10/2023,June,CUST510,Female,39,Beauty,4,50,200
534,6/10/2023,June,CUST534,Male,45,Clothing,2,500,1000
104,6/11/2023,June,CUST104,Female,34,Beauty,2,500,1000
110,6/11/2023,June,CUST110,Male,27,Clothing,3,300,900
352,6/11/2023,June,CUST352,Male,57,Electronics,2,500,1000
365,6/11/2023,June,CUST365,Male,31,Clothing,1,300,300
887,6/11/2023,June,CUST887,Male,59,Clothing,4,25,100
629,6/12/2023,June,CUST629,Male,62,Electronics,2,25,50
655,6/13/2023,June,CUST655,Female,55,Clothing,1,500,500
567,6/14/2023,June,CUST567,Female,25,Clothing,3,300,900
182,6/15/2023,June,CUST182,Male,62,Beauty,4,30,120
819,6/15/2023,June,CUST819,Female,35,Beauty,2,50,100
100,6/16/2023,June,CUST100,Male,41,Electronics,1,30,30
833,6/16/2023,June,CUST833,Male,42,Beauty,4,50,200
542,6/17/2023,June,CUST542,Female,20,Beauty,1,50,50
723,6/17/2023,June,CUST723,Female,54,Beauty,4,50,200
726,6/17/2023,June,CUST726,Male,47,Clothing,4,300,1200
488,6/18/2023,June,CUST488,Female,51,Electronics,3,300,900
239,6/19/2023,June,CUST239,Male,38,Electronics,3,500,1500
498,6/19/2023,June,CUST498,Female,50,Clothing,4,25,100
532,6/19/2023,June,CUST532,Female,64,Clothing,4,30,120
669,6/19/2023,June,CUST669,Male,24,Beauty,4,300,1200
877,6/19/2023,June,CUST877,Female,58,Clothing,1,25,25
422,6/20/2023,June,CUST422,Female,28,Clothing,3,30,90
466,6/20/2023,June,CUST466,Male,63,Electronics,4,25,100
583,6/21/2023,June,CUST583,Female,24,Electronics,4,25,100
654,6/21/2023,June,CUST654,Male,42,Clothing,3,25,75
40,6/22/2023,June,CUST040,Male,45,Beauty,1,50,50
699,6/22/2023,June,CUST699,Female,37,Clothing,4,30,120
727,6/22/2023,June,CUST727,Male,55,Beauty,3,300,900
830,6/22/2023,June,CUST830,Female,64,Clothing,3,50,150
224,6/23/2023,June,CUST224,Female,25,Clothing,1,50,50
271,6/23/2023,June,CUST271,Female,62,Beauty,4,30,120
36,6/24/2023,June,CUST036,Male,52,Beauty,3,300,900
157,6/24/2023,June,CUST157,Male,62,Electronics,4,500,2000
796,6/24/2023,June,CUST796,Male,43,Beauty,4,30,120
839,6/24/2023,June,CUST839,Female,20,Electronics,4,300,1200
927,6/24/2023,June,CUST927,Male,43,Electronics,4,500,2000
407,6/25/2023,June,CUST407,Female,46,Electronics,3,300,900
46,6/26/2023,June,CUST046,Female,20,Electronics,4,300,1200
509,6/26/2023,June,CUST509,Female,37,Electronics,3,300,900
874,6/26/2023,June,CUST874,Male,60,Beauty,1,30,30
788,6/27/2023,June,CUST788,Female,52,Beauty,3,300,900
378,6/28/2023,June,CUST378,Male,50,Beauty,1,300,300
480,6/29/2023,June,CUST480,Female,42,Beauty,4,500,2000
492,6/29/2023,June,CUST492,Male,61,Beauty,4,25,100
737,6/29/2023,June,CUST737,Female,33,Clothing,1,50,50
684,6/30/2023,June,CUST684,Female,28,Clothing,2,500,1000
878,6/30/2023,June,CUST878,Female,20,Clothing,1,30,30
78,7/1/2023,July,CUST078,Female,47,Clothing,3,500,1500
260,7/1/2023,July,CUST260,Male,28,Beauty,2,30,60
455,7/1/2023,July,CUST455,Male,31,Electronics,4,25,100
837,7/1/2023,July,CUST837,Male,18,Beauty,3,30,90
45,7/3/2023,July,CUST045,Female,55,Electronics,1,30,30
449,7/3/2023,July,CUST449,Male,25,Electronics,4,50,200
904,7/4/2023,July,CUST904,Male,28,Clothing,1,500,500
59,7/5/2023,July,CUST059,Male,62,Clothing,1,50,50
128,7/5/2023,July,CUST128,Male,25,Beauty,1,500,500
186,7/5/2023,July,CUST186,Male,20,Clothing,4,50,200
802,7/5/2023,July,CUST802,Female,46,Beauty,1,30,30
75,7/6/2023,July,CUST075,Male,61,Beauty,4,50,200
447,7/6/2023,July,CUST447,Male,22,Beauty,4,500,2000
528,7/6/2023,July,CUST528,Female,36,Clothing,2,30,60
759,7/8/2023,July,CUST759,Male,49,Electronics,2,50,100
870,7/8/2023,July,CUST870,Female,46,Electronics,4,30,120
77,7/9/2023,July,CUST077,Female,47,Clothing,2,50,100
381,7/9/2023,July,CUST381,Female,44,Clothing,4,25,100
439,7/9/2023,July,CUST439,Male,50,Clothing,3,25,75
792,7/9/2023,July,CUST792,Female,20,Beauty,1,50,50
176,7/11/2023,July,CUST176,Female,43,Beauty,2,50,100
216,7/11/2023,July,CUST216,Male,62,Electronics,2,50,100
772,7/12/2023,July,CUST772,Male,26,Electronics,1,30,30
53,7/13/2023,July,CUST053,Male,34,Electronics,2,50,100
43,7/14/2023,July,CUST043,Female,48,Clothing,1,300,300
71,7/14/2023,July,CUST071,Female,51,Beauty,4,25,100
93,7/14/2023,July,CUST093,Female,35,Beauty,4,500,2000
302,7/14/2023,July,CUST302,Male,57,Beauty,2,300,600
551,7/14/2023,July,CUST551,Male,45,Electronics,3,300,900
681,7/14/2023,July,CUST681,Female,43,Electronics,2,30,60
722,7/14/2023,July,CUST722,Male,20,Beauty,3,300,900
728,7/14/2023,July,CUST728,Male,51,Electronics,3,50,150
829,7/14/2023,July,CUST829,Male,61,Beauty,3,30,90
955,7/14/2023,July,CUST955,Male,58,Clothing,1,25,25
144,7/15/2023,July,CUST144,Female,59,Beauty,3,500,1500
474,7/15/2023,July,CUST474,Female,26,Clothing,3,500,1500
603,7/16/2023,July,CUST603,Female,40,Clothing,3,30,90
661,7/16/2023,July,CUST661,Female,44,Clothing,4,25,100
143,7/17/2023,July,CUST143,Female,45,Clothing,1,50,50
515,7/17/2023,July,CUST515,Female,49,Clothing,3,300,900
304,7/19/2023,July,CUST304,Female,37,Electronics,2,30,60
676,7/19/2023,July,CUST676,Male,63,Electronics,3,500,1500
686,7/19/2023,July,CUST686,Female,28,Electronics,4,50,200
698,7/19/2023,July,CUST698,Female,64,Electronics,1,300,300
709,7/21/2023,July,CUST709,Female,19,Electronics,2,500,1000
114,7/22/2023,July,CUST114,Female,22,Beauty,4,25,100
359,7/22/2023,July,CUST359,Male,50,Clothing,1,50,50
773,7/23/2023,July,CUST773,Male,25,Electronics,4,500,2000
127,7/24/2023,July,CUST127,Female,33,Clothing,2,25,50
213,7/24/2023,July,CUST213,Male,27,Beauty,3,500,1500
487,7/24/2023,July,CUST487,Male,44,Clothing,4,500,2000
495,7/24/2023,July,CUST495,Male,24,Beauty,2,30,60
605,7/24/2023,July,CUST605,Male,37,Electronics,2,500,1000
105,7/25/2023,July,CUST105,Female,22,Electronics,1,500,500
299,7/25/2023,July,CUST299,Male,61,Electronics,2,500,1000
934,7/25/2023,July,CUST934,Male,30,Beauty,1,500,500
270,7/26/2023,July,CUST270,Male,43,Electronics,1,300,300
338,7/26/2023,July,CUST338,Male,54,Beauty,2,50,100
543,7/26/2023,July,CUST543,Male,49,Beauty,2,300,600
557,7/27/2023,July,CUST557,Female,20,Beauty,3,30,90
702,7/27/2023,July,CUST702,Female,60,Clothing,2,300,600
864,7/27/2023,July,CUST864,Female,51,Electronics,1,500,500
254,7/28/2023,July,CUST254,Male,41,Electronics,1,500,500
295,7/28/2023,July,CUST295,Female,27,Beauty,3,300,900
457,7/28/2023,July,CUST457,Female,58,Beauty,3,300,900
668,7/28/2023,July,CUST668,Female,62,Electronics,3,50,150
850,7/28/2023,July,CUST850,Female,26,Beauty,2,500,1000
541,7/29/2023,July,CUST541,Male,56,Beauty,1,500,500
980,7/29/2023,July,CUST980,Female,31,Electronics,3,25,75
262,7/30/2023,July,CUST262,Female,32,Beauty,4,30,120
467,7/30/2023,July,CUST467,Female,53,Electronics,3,50,150
463,7/31/2023,July,CUST463,Female,54,Beauty,3,500,1500
598,8/1/2023,August,CUST598,Male,37,Beauty,4,30,120
667,8/1/2023,August,CUST667,Female,29,Electronics,1,500,500
672,8/1/2023,August,CUST672,Female,34,Beauty,2,50,100
949,8/2/2023,August,CUST949,Female,41,Electronics,2,25,50
27,8/3/2023,August,CUST027,Female,38,Beauty,2,25,50
347,8/3/2023,August,CUST347,Male,42,Electronics,1,25,25
687,8/3/2023,August,CUST687,Female,53,Electronics,1,300,300
549,8/4/2023,August,CUST549,Female,50,Beauty,2,50,100
675,8/4/2023,August,CUST675,Female,45,Clothing,2,30,60
730,8/4/2023,August,CUST730,Female,36,Clothing,2,25,50
798,8/4/2023,August,CUST798,Male,61,Clothing,1,50,50
13,8/5/2023,August,CUST013,Male,22,Electronics,3,500,1500
35,8/5/2023,August,CUST035,Female,58,Beauty,3,300,900
140,8/5/2023,August,CUST140,Male,38,Electronics,1,30,30
206,8/5/2023,August,CUST206,Male,61,Clothing,1,25,25
261,8/5/2023,August,CUST261,Male,21,Clothing,2,25,50
279,8/5/2023,August,CUST279,Male,50,Clothing,1,500,500
308,8/5/2023,August,CUST308,Female,34,Beauty,4,300,1200
418,8/5/2023,August,CUST418,Female,60,Electronics,2,500,1000
612,8/6/2023,August,CUST612,Female,61,Electronics,1,500,500
875,8/6/2023,August,CUST875,Female,51,Electronics,4,500,2000
430,8/7/2023,August,CUST430,Female,43,Electronics,3,300,900
633,8/7/2023,August,CUST633,Male,39,Beauty,4,30,120
125,8/8/2023,August,CUST125,Male,48,Clothing,2,50,100
716,8/8/2023,August,CUST716,Female,60,Clothing,4,300,1200
790,8/8/2023,August,CUST790,Male,62,Clothing,1,25,25
960,8/8/2023,August,CUST960,Male,59,Clothing,2,30,60
259,8/9/2023,August,CUST259,Female,45,Clothing,4,50,200
443,8/9/2023,August,CUST443,Male,29,Clothing,2,300,600
529,8/9/2023,August,CUST529,Female,35,Clothing,3,50,150
563,8/9/2023,August,CUST563,Male,20,Clothing,2,30,60
801,8/10/2023,August,CUST801,Male,21,Clothing,4,50,200
160,8/11/2023,August,CUST160,Female,43,Clothing,2,50,100
508,8/11/2023,August,CUST508,Male,58,Beauty,2,300,600
807,8/11/2023,August,CUST807,Female,50,Electronics,4,50,200
511,8/12/2023,August,CUST511,Male,45,Beauty,2,50,100
521,8/12/2023,August,CUST521,Female,47,Clothing,4,30,120
695,8/12/2023,August,CUST695,Female,22,Electronics,3,50,150
816,8/12/2023,August,CUST816,Male,47,Beauty,2,500,1000
217,8/13/2023,August,CUST217,Female,35,Electronics,4,50,200
384,8/13/2023,August,CUST384,Male,55,Clothing,1,500,500
648,8/14/2023,August,CUST648,Male,53,Beauty,4,300,1200
926,8/14/2023,August,CUST926,Male,22,Electronics,1,30,30
285,8/15/2023,August,CUST285,Female,31,Electronics,1,25,25
427,8/15/2023,August,CUST427,Male,25,Electronics,1,25,25
569,8/15/2023,August,CUST569,Male,52,Electronics,4,50,200
570,8/15/2023,August,CUST570,Male,49,Clothing,1,500,500
630,8/15/2023,August,CUST630,Male,42,Clothing,2,50,100
957,8/15/2023,August,CUST957,Female,60,Electronics,4,30,120
635,8/17/2023,August,CUST635,Female,63,Electronics,3,300,900
29,8/18/2023,August,CUST029,Female,42,Electronics,1,30,30
277,8/18/2023,August,CUST277,Male,36,Clothing,4,25,100
859,8/18/2023,August,CUST859,Female,56,Electronics,3,500,1500
638,8/19/2023,August,CUST638,Male,46,Electronics,1,500,500
823,8/19/2023,August,CUST823,Female,56,Electronics,2,50,100
956,8/19/2023,August,CUST956,Male,30,Clothing,3,500,1500
981,8/19/2023,August,CUST981,Female,30,Electronics,2,30,60
219,8/20/2023,August,CUST219,Female,53,Electronics,3,30,90
73,8/21/2023,August,CUST073,Male,29,Electronics,3,30,90
162,8/21/2023,August,CUST162,Male,39,Clothing,2,30,60
306,8/21/2023,August,CUST306,Male,54,Electronics,1,50,50
725,8/21/2023,August,CUST725,Male,61,Electronics,1,300,300
880,8/21/2023,August,CUST880,Male,22,Beauty,2,500,1000
992,8/21/2023,August,CUST992,Female,57,Electronics,2,30,60
597,8/22/2023,August,CUST597,Male,22,Beauty,4,300,1200
622,8/22/2023,August,CUST622,Female,49,Beauty,3,25,75
116,8/23/2023,August,CUST116,Female,23,Clothing,1,30,30
364,8/23/2023,August,CUST364,Female,19,Beauty,1,500,500
368,8/23/2023,August,CUST368,Female,56,Clothing,4,300,1200
50,8/24/2023,August,CUST050,Female,27,Beauty,3,25,75
479,8/24/2023,August,CUST479,Male,52,Electronics,4,300,1200
804,8/24/2023,August,CUST804,Male,42,Electronics,1,30,30
92,8/25/2023,August,CUST092,Female,51,Electronics,4,30,120
282,8/25/2023,August,CUST282,Female,64,Electronics,4,50,200
,,January,,,,,,,
718,8/25/2023,August,CUST718,Female,59,Beauty,3,25,75
617,8/26/2023,August,CUST617,Male,34,Electronics,1,30,30
624,8/26/2023,August,CUST624,Female,34,Beauty,3,300,900
825,8/26/2023,August,CUST825,Female,46,Beauty,1,25,25
568,8/27/2023,August,CUST568,Female,51,Electronics,1,300,300
671,8/27/2023,August,CUST671,Male,62,Electronics,3,50,150
756,8/27/2023,August,CUST756,Female,62,Electronics,4,300,1200
815,8/27/2023,August,CUST815,Female,51,Clothing,3,25,75
146,8/28/2023,August,CUST146,Male,38,Clothing,4,50,200
263,8/28/2023,August,CUST263,Male,23,Beauty,2,30,60
704,8/28/2023,August,CUST704,Female,62,Clothing,3,30,90
476,8/29/2023,August,CUST476,Female,27,Clothing,4,500,2000
733,8/29/2023,August,CUST733,Male,34,Beauty,1,30,30
924,8/29/2023,August,CUST924,Male,55,Beauty,2,50,100
984,8/29/2023,August,CUST984,Male,56,Clothing,1,500,500
251,8/31/2023,August,CUST251,Female,57,Beauty,4,50,200
253,8/31/2023,August,CUST253,Female,53,Clothing,4,500,2000
574,8/31/2023,August,CUST574,Female,63,Electronics,2,25,50
751,8/31/2023,August,CUST751,Female,42,Clothing,2,25,50
871,8/31/2023,August,CUST871,Male,62,Beauty,2,30,60
200,9/1/2023,September,CUST200,Male,27,Beauty,3,50,150
594,9/1/2023,September,CUST594,Female,19,Electronics,2,300,600
637,9/1/2023,September,CUST637,Male,43,Clothing,2,300,600
855,9/1/2023,September,CUST855,Male,54,Beauty,1,25,25
325,9/2/2023,September,CUST325,Female,52,Electronics,2,25,50
682,9/2/2023,September,CUST682,Male,46,Beauty,4,300,1200
931,9/2/2023,September,CUST931,Male,30,Beauty,4,30,120
925,9/3/2023,September,CUST925,Male,25,Electronics,1,300,300
297,9/4/2023,September,CUST297,Female,40,Electronics,2,500,1000
814,9/5/2023,September,CUST814,Female,59,Clothing,1,500,500
894,9/5/2023,September,CUST894,Male,52,Electronics,1,30,30
194,9/6/2023,September,CUST194,Male,55,Clothing,4,50,200
245,9/6/2023,September,CUST245,Male,47,Clothing,3,30,90
296,9/6/2023,September,CUST296,Female,22,Clothing,4,300,1200
644,9/6/2023,September,CUST644,Male,23,Beauty,3,25,75
696,9/6/2023,September,CUST696,Female,50,Clothing,4,50,200
312,9/7/2023,September,CUST312,Male,41,Clothing,4,30,120
692,9/7/2023,September,CUST692,Female,64,Clothing,2,50,100
835,9/7/2023,September,CUST835,Male,37,Clothing,4,50,200
183,9/8/2023,September,CUST183,Female,43,Beauty,3,300,900
413,9/8/2023,September,CUST413,Female,44,Beauty,3,25,75
799,9/8/2023,September,CUST799,Male,56,Electronics,2,50,100
851,9/8/2023,September,CUST851,Male,32,Electronics,2,25,50
858,9/9/2023,September,CUST858,Male,23,Electronics,2,50,100
919,9/9/2023,September,CUST919,Female,22,Beauty,2,25,50
935,9/9/2023,September,CUST935,Female,34,Beauty,1,50,50
132,9/10/2023,September,CUST132,Male,42,Electronics,4,50,200
604,9/11/2023,September,CUST604,Female,29,Electronics,4,50,200
832,9/11/2023,September,CUST832,Male,47,Beauty,4,500,2000
113,9/13/2023,September,CUST113,Female,41,Electronics,2,25,50
165,9/14/2023,September,CUST165,Female,60,Clothing,4,300,1200
326,9/15/2023,September,CUST326,Female,18,Clothing,3,25,75
19,9/16/2023,September,CUST019,Female,62,Clothing,2,25,50
412,9/16/2023,September,CUST412,Female,19,Electronics,4,500,2000
632,9/16/2023,September,CUST632,Female,26,Electronics,4,25,100
167,9/17/2023,September,CUST167,Female,43,Clothing,3,50,150
172,9/17/2023,September,CUST172,Male,32,Beauty,2,25,50
375,9/17/2023,September,CUST375,Male,32,Clothing,1,50,50
538,9/17/2023,September,CUST538,Male,18,Clothing,3,50,150
794,9/17/2023,September,CUST794,Female,60,Beauty,1,300,300
131,9/18/2023,September,CUST131,Female,21,Beauty,2,300,600
330,9/18/2023,September,CUST330,Female,25,Beauty,4,50,200
494,9/18/2023,September,CUST494,Female,42,Beauty,4,50,200
513,9/19/2023,September,CUST513,Male,24,Electronics,4,25,100
573,9/19/2023,September,CUST573,Male,49,Beauty,2,30,60
241,9/21/2023,September,CUST241,Female,23,Electronics,3,25,75
579,9/21/2023,September,CUST579,Female,38,Electronics,1,30,30
218,9/22/2023,September,CUST218,Male,64,Beauty,3,30,90
846,9/22/2023,September,CUST846,Male,42,Beauty,1,50,50
616,9/23/2023,September,CUST616,Male,41,Clothing,2,50,100
523,9/24/2023,September,CUST523,Female,62,Electronics,1,300,300
643,9/24/2023,September,CUST643,Female,28,Electronics,3,30,90
351,9/25/2023,September,CUST351,Female,56,Clothing,3,30,90
809,9/25/2023,September,CUST809,Female,62,Beauty,2,50,100
954,9/25/2023,September,CUST954,Female,50,Electronics,3,300,900
897,9/26/2023,September,CUST897,Female,64,Electronics,2,50,100
147,9/28/2023,September,CUST147,Male,23,Electronics,1,300,300
204,9/28/2023,September,CUST204,Male,39,Beauty,1,25,25
390,9/28/2023,September,CUST390,Male,39,Electronics,2,50,100
179,9/29/2023,September,CUST179,Male,31,Electronics,1,300,300
327,9/29/2023,September,CUST327,Male,57,Electronics,3,50,150
626,9/29/2023,September,CUST626,Female,26,Clothing,4,500,2000
873,9/29/2023,September,CUST873,Female,27,Electronics,4,25,100
196,9/30/2023,September,CUST196,Female,32,Clothing,3,300,900
789,9/30/2023,September,CUST789,Female,61,Clothing,4,500,2000
89,10/1/2023,October,CUST089,Female,55,Electronics,4,500,2000
707,10/1/2023,October,CUST707,Female,26,Clothing,1,500,500
909,10/1/2023,October,CUST909,Male,26,Electronics,1,300,300
51,10/2/2023,October,CUST051,Male,27,Beauty,3,25,75
154,10/2/2023,October,CUST154,Male,51,Electronics,3,300,900
276,10/2/2023,October,CUST276,Female,21,Beauty,4,25,100
497,10/2/2023,October,CUST497,Male,41,Clothing,4,30,120
889,10/2/2023,October,CUST889,Female,35,Electronics,1,50,50
122,10/3/2023,October,CUST122,Male,64,Electronics,4,30,120
373,10/3/2023,October,CUST373,Female,25,Beauty,2,300,600
524,10/3/2023,October,CUST524,Male,46,Beauty,4,300,1200
688,10/3/2023,October,CUST688,Male,56,Clothing,4,25,100
813,10/3/2023,October,CUST813,Male,52,Electronics,3,50,150
178,10/4/2023,October,CUST178,Male,40,Clothing,2,30,60
208,10/4/2023,October,CUST208,Female,34,Electronics,4,50,200
247,10/4/2023,October,CUST247,Male,41,Electronics,2,30,60
290,10/4/2023,October,CUST290,Female,30,Beauty,2,300,600
656,10/4/2023,October,CUST656,Male,29,Beauty,3,30,90
735,10/4/2023,October,CUST735,Female,64,Clothing,4,500,2000
319,10/5/2023,October,CUST319,Male,31,Clothing,1,500,500
670,10/5/2023,October,CUST670,Male,27,Beauty,1,30,30
385,10/6/2023,October,CUST385,Male,50,Electronics,3,500,1500
10,10/7/2023,October,CUST010,Female,52,Clothing,4,50,200
26,10/7/2023,October,CUST026,Female,28,Electronics,2,500,1000
437,10/7/2023,October,CUST437,Female,35,Electronics,4,300,1200
689,10/7/2023,October,CUST689,Male,57,Electronics,2,50,100
558,10/8/2023,October,CUST558,Female,41,Clothing,1,25,25
634,10/8/2023,October,CUST634,Male,60,Electronics,4,500,2000
201,10/9/2023,October,CUST201,Male,56,Electronics,1,25,25
286,10/9/2023,October,CUST286,Male,55,Electronics,2,25,50
876,10/9/2023,October,CUST876,Male,43,Clothing,4,30,120
55,10/10/2023,October,CUST055,Male,31,Beauty,4,30,120
428,10/10/2023,October,CUST428,Female,40,Electronics,4,50,200
441,10/10/2023,October,CUST441,Male,57,Beauty,4,300,1200
976,10/10/2023,October,CUST976,Female,48,Beauty,2,300,600
149,10/11/2023,October,CUST149,Male,22,Clothing,3,25,75
227,10/11/2023,October,CUST227,Male,36,Electronics,2,50,100
393,10/11/2023,October,CUST393,Female,22,Beauty,2,500,1000
401,10/11/2023,October,CUST401,Female,62,Clothing,1,300,300
546,10/11/2023,October,CUST546,Female,36,Electronics,4,50,200
872,10/11/2023,October,CUST872,Female,63,Beauty,3,25,75
914,10/11/2023,October,CUST914,Female,59,Electronics,1,500,500
310,10/12/2023,October,CUST310,Female,28,Beauty,1,25,25
844,10/12/2023,October,CUST844,Male,35,Clothing,3,50,150
852,10/12/2023,October,CUST852,Female,41,Clothing,1,300,300
97,10/13/2023,October,CUST097,Female,51,Beauty,2,500,1000
619,10/13/2023,October,CUST619,Male,47,Electronics,4,25,100
948,10/13/2023,October,CUST948,Female,23,Electronics,3,25,75
456,10/14/2023,October,CUST456,Male,57,Electronics,2,30,60
627,10/14/2023,October,CUST627,Male,57,Clothing,1,50,50
22,10/15/2023,October,CUST022,Male,18,Clothing,2,50,100
121,10/15/2023,October,CUST121,Female,28,Electronics,4,50,200
431,10/15/2023,October,CUST431,Male,63,Electronics,4,300,1200
370,10/16/2023,October,CUST370,Male,23,Electronics,2,30,60
711,10/16/2023,October,CUST711,Male,26,Electronics,3,500,1500
754,10/16/2023,October,CUST754,Female,43,Electronics,4,25,100
943,10/16/2023,October,CUST943,Female,57,Clothing,4,300,1200
350,10/17/2023,October,CUST350,Male,25,Beauty,3,25,75
786,10/17/2023,October,CUST786,Male,48,Clothing,4,25,100
109,10/18/2023,October,CUST109,Female,34,Electronics,4,500,2000
191,10/18/2023,October,CUST191,Male,64,Beauty,1,25,25
340,10/19/2023,October,CUST340,Female,36,Clothing,4,300,1200
555,10/19/2023,October,CUST555,Male,25,Beauty,1,300,300
826,10/19/2023,October,CUST826,Female,46,Clothing,1,300,300
962,10/19/2023,October,CUST962,Male,44,Clothing,2,30,60
249,10/20/2023,October,CUST249,Male,20,Clothing,1,50,50
922,10/21/2023,October,CUST922,Male,41,Electronics,1,50,50
600,10/22/2023,October,CUST600,Female,59,Beauty,2,500,1000
680,10/22/2023,October,CUST680,Female,53,Clothing,3,300,900
770,10/22/2023,October,CUST770,Male,32,Clothing,1,50,50
60,10/23/2023,October,CUST060,Male,30,Beauty,3,50,150
250,10/23/2023,October,CUST250,Male,48,Electronics,1,50,50
516,10/23/2023,October,CUST516,Male,30,Beauty,4,25,100
937,10/23/2023,October,CUST937,Female,62,Beauty,1,500,500
318,10/24/2023,October,CUST318,Male,61,Clothing,1,25,25
342,10/24/2023,October,CUST342,Female,43,Clothing,4,500,2000
564,10/24/2023,October,CUST564,Male,50,Electronics,2,50,100
767,10/24/2023,October,CUST767,Male,39,Beauty,3,25,75
503,10/25/2023,October,CUST503,Male,45,Beauty,4,500,2000
869,10/25/2023,October,CUST869,Male,37,Beauty,3,500,1500
126,10/26/2023,October,CUST126,Female,28,Clothing,3,30,90
349,10/26/2023,October,CUST349,Female,57,Beauty,1,50,50
440,10/26/2023,October,CUST440,Male,64,Clothing,2,300,600
124,10/27/2023,October,CUST124,Male,33,Clothing,4,500,2000
324,10/27/2023,October,CUST324,Female,52,Electronics,3,50,150
677,10/27/2023,October,CUST677,Female,19,Beauty,3,500,1500
30,10/29/2023,October,CUST030,Female,39,Beauty,3,300,900
226,10/29/2023,October,CUST226,Female,61,Clothing,1,50,50
229,10/29/2023,October,CUST229,Male,58,Beauty,3,30,90
896,10/29/2023,October,CUST896,Female,30,Electronics,2,25,50
959,10/29/2023,October,CUST959,Female,42,Electronics,2,30,60
998,10/29/2023,October,CUST998,Female,23,Beauty,4,25,100
12,10/30/2023,October,CUST012,Male,35,Beauty,3,25,75
710,10/31/2023,October,CUST710,Female,26,Electronics,3,500,1500
776,10/31/2023,October,CUST776,Male,35,Clothing,3,30,90
817,10/31/2023,October,CUST817,Male,30,Beauty,4,50,200
334,11/1/2023,November,CUST334,Male,31,Electronics,3,300,900
343,11/1/2023,November,CUST343,Male,21,Electronics,2,25,50
628,11/1/2023,November,CUST628,Female,19,Beauty,4,50,200
983,11/1/2023,November,CUST983,Female,29,Clothing,1,300,300
141,11/2/2023,November,CUST141,Female,22,Electronics,1,50,50
145,11/2/2023,November,CUST145,Female,39,Clothing,3,25,75
507,11/2/2023,November,CUST507,Female,37,Electronics,3,500,1500
841,11/2/2023,November,CUST841,Male,31,Electronics,4,25,100
898,11/2/2023,November,CUST898,Female,42,Clothing,3,30,90
951,11/2/2023,November,CUST951,Male,33,Beauty,2,50,100
181,11/3/2023,November,CUST181,Male,19,Electronics,4,300,1200
784,11/4/2023,November,CUST784,Female,34,Electronics,1,500,500
20,11/5/2023,November,CUST020,Male,22,Clothing,3,300,900
690,11/5/2023,November,CUST690,Female,52,Clothing,3,300,900
47,11/6/2023,November,CUST047,Female,40,Beauty,3,500,1500
405,11/6/2023,November,CUST405,Female,25,Clothing,4,300,1200
205,11/7/2023,November,CUST205,Female,43,Clothing,1,25,25
512,11/7/2023,November,CUST512,Female,57,Beauty,1,25,25
565,11/7/2023,November,CUST565,Female,45,Beauty,2,30,60
761,11/7/2023,November,CUST761,Female,33,Clothing,1,500,500
762,11/7/2023,November,CUST762,Female,24,Electronics,2,25,50
950,11/7/2023,November,CUST950,Male,36,Clothing,3,300,900
86,11/8/2023,November,CUST086,Male,19,Beauty,3,30,90
173,11/8/2023,November,CUST173,Male,64,Electronics,4,30,120
595,11/9/2023,November,CUST595,Female,18,Clothing,4,500,2000
827,11/9/2023,November,CUST827,Male,61,Beauty,3,300,900
965,11/9/2023,November,CUST965,Male,22,Clothing,4,50,200
388,11/10/2023,November,CUST388,Male,50,Electronics,1,25,25
631,11/10/2023,November,CUST631,Male,56,Electronics,3,30,90
554,11/12/2023,November,CUST554,Female,46,Beauty,3,50,150
812,11/12/2023,November,CUST812,Male,19,Electronics,3,25,75
58,11/13/2023,November,CUST058,Male,18,Clothing,4,300,1200
952,11/13/2023,November,CUST952,Female,57,Clothing,1,25,25
345,11/14/2023,November,CUST345,Male,62,Electronics,1,30,30
458,11/14/2023,November,CUST458,Female,39,Electronics,4,25,100
